6516,2791.0
8462,656.0
11391,934.0
23629,
23698,910.0
23798,590.0
24186,184.0
24213,1992.0
24391,712.0
24734,499.0
25107,2562.0
25150,2103.0
25261,997.0
25572,113.0
25629,16.0
25997,13.0
26023,786.0
26192,2223.0
26211,15205.0
26247,478.0
26315,2451.0
26734,210.0
26915,61.0
27116,1847.0
27189,2638.0
27417,510.0
27683,2129.0
27759,366.0
27780,
27891,348.0
27935,813.0
28046,661.0
28061,1590.0
28400,1435.0
28418,328.0
28787,645.0
28808,232.0
28897,
28952,105.0
29144,1914.0
29335,8840.0
29411,
29420,816.0
29639,10503.0
29764,2867.0
29769,1608.0
29820,2502.0
29985,760.0
30091,1332.0
30096,714.0
30268,281.0
30531,1548.0
30549,137.0
30850,2258.0
31014,531.0
31107,3873.0
31161,2932.0
31173,858.0
31205,381.0
31269,859.0
31296,1280.0
31600,429.0
31604,2158.0
31663,5906.0
31849,
32221,1133.0
32239,620.0
32327,699.0
32885,1034.0
32930,438.0
33387,248.0
33600,481.0
33666,1208.0
33681,464.0
33796,351.0
33897,322.0
33915,4121.0
33930,544.0
34068,613.0
34087,425.0
34229,706.0
34293,921.0
34353,391.0
34431,192.0
34653,213.0
34662,218.0
34731,681.0
34756,129.0
34863,198.0
35001,77.0
35340,1812.0
35355,
35502,545.0
35508,3412.0
35544,2107.0
35747,653.0
35796,602.0
35812,19.0
35860,2215.0
36347,2161.0
36385,1355.0
37298,2097.0
37622,470.0
37652,885.0
38053,2445.0
38234,94.0
38711,169.0
39208,2067.0
39411,164.0
39427,93.0
39655,432.0
39660,630.0
39882,1761.0
40184,1876.0
40333,174.0
40419,704.0
40508,91.0
40563,584.0
40604,465.0
40857,304.0
40878,2455.0
41060,411.0
41414,965.0
41489,53.0
41547,1007.0
42552,5079.0
42616,4093.0
42638,11845.0
42668,2839.0
42746,10673.0
42818,200.0
43273,1862.0
43284,847.0
43430,5693.0
43564,2334.0
43958,3318.0
45423,4383.0
45462,1492.0
45642,1428.0
45664,1445.0
46016,389.0
46048,12.0
46148,3724.0
46605,3427.0
46705,1149.0
46753,1779.0
46812,141.0
46844,340.0
47061,347.0
47063,137.0
47855,
47861,8757.0
47891,118.0
47924,34.0
48040,1829.0
48152,528.0
48503,434.0
48635,4998.0
49119,2268.0
49123,1362.0
49670,33.0
50069,531.0
50263,6288.0
50476,568.0
50487,5021.0
50610,13.0
50993,176.0
51030,804.0
51033,913.0
51153,1179.0
51163,1167.0
51301,670.0
51485,2750.0
51576,6101.0
51955,405.0
52014,349.0
52130,1894.0
52275,91.0
52426,68.0
52702,323.0
52765,4938.0
52797,1117.0
52899,2468.0
53025,3158.0
53136,3493.0
53166,
53197,60.0
53236,43.0
53300,1957.0
53360,22.0
53488,1426.0
53626,39.0
53632,583.0
53709,2910.0
53895,65.0
54062,1624.0
54388,42.0
54391,179.0
54810,701.0
54867,604.0
54882,498.0
55013,604.0
55026,283.0
55104,1480.0
55242,
55419,275.0
55450,1195.0
55968,578.0
56340,4.0
56637,5440.0
56667,853.0
56789,379.0
57079,776.0
57227,1425.0
57285,283.0
57340,1090.0
57359,217.0
57506,1319.0
57818,3037.0
57844,
58071,3648.0
58077,37.0
58089,102.0
58316,1295.0
58549,2481.0
58617,834.0
58640,1784.0
58653,383.0
58731,177.0
58873,1732.0
58884,5248.0
59185,1102.0
59272,1425.0
59275,522.0
59370,2057.0
59541,441.0
59725,859.0
60135,2750.0
60162,
60405,852.0
60416,4983.0
60519,3198.0
60809,4941.0
60830,1365.0
61227,4642.0
61236,506.0
61297,94.0
61352,181.0
61911,448.0
62034,1889.0
62155,3388.0
62278,1037.0
62487,683.0
62631,525.0
62975,274.0
63015,694.0
63044,231.0
63112,3519.0
63165,912.0
63295,1210.0
63371,3344.0
63400,2737.0
63467,712.0
63566,
63721,771.0
63827,108.0
63856,965.0
63949,432.0
63958,110.0
64275,199.0
64296,1239.0
64388,4596.0
64427,5640.0
64450,3327.0
64767,206.0
64901,827.0
65002,176.0
65656,1776.0
66047,52.0
66254,
66451,
66577,143.0
66579,681.0
66713,1850.0
66892,329.0
67182,354.0
67471,1113.0
67505,1246.0
67539,1438.0
67602,797.0
67685,2314.0
67781,
67785,1351.0
67986,660.0
68011,360.0
68107,4255.0
68208,7467.0
68376,1085.0
68417,1270.0
68556,98.0
69346,1458.0
69439,
69489,215.0
69491,373.0
69494,2049.0
69703,695.0
70011,6396.0
70214,3509.0
70381,755.0
70464,1053.0
70495,7252.0
70537,2434.0
70569,947.0
70608,270.0
70750,103.0
70771,181.0
70827,269.0
71159,5236.0
71209,483.0
71252,1194.0
71361,2327.0
71433,60.0
71504,1049.0
71578,1572.0
71676,1077.0
71723,737.0
71897,261.0
72114,4300.0
72349,134.0
72400,420.0
72609,6378.0
72693,2269.0
72864,1423.0
73019,540.0
73489,1845.0
73584,243.0
73664,141.0
73874,931.0
74113,583.0
74165,1897.0
74290,271.0
74372,116.0
74502,3630.0
74521,1297.0
74524,96.0
74585,7811.0
74695,3679.0
74734,208.0
75091,2992.0
75107,5914.0
75255,950.0
75309,1.0
75399,489.0
75427,1073.0
75454,4465.0
75728,1868.0
76081,1728.0
76536,18.0
76579,2229.0
76949,1482.0
77241,224.0
77367,680.0
77692,2568.0
77744,2273.0
77746,110.0
77763,
77845,472.0
77995,897.0
77998,1305.0
78170,2669.0
78255,321.0
78645,426.0
79261,2073.0
79403,1782.0
79461,810.0
79610,2482.0
79683,431.0
80329,4608.0
80358,1502.0
80438,5083.0
80448,350.0
80491,330.0
80717,3699.0
80745,1015.0
80775,698.0
80868,28615.0
80886,589.0
81216,13.0
81351,817.0
81536,474.0
81754,310.0
82088,1100.0
82201,591.0
82341,508.0
82535,352.0
82556,1538.0
82575,658.0
82741,879.0
82817,1370.0
83219,3395.0
83254,954.0
83453,382.0
83553,393.0
83603,2935.0
84051,210.0
84245,657.0
84299,1986.0
84541,179.0
84576,2126.0
84604,7698.0
84605,1194.0
84664,495.0
84812,
85092,665.0
85144,656.0
85241,204.0
85302,2280.0
85304,
85325,81.0
85874,1853.0
86047,1065.0
86291,197.0
86538,1569.0
86669,2284.0
87107,861.0
87152,2253.0
87264,8480.0
87322,1791.0
87431,802.0
87732,1018.0
87929,568.0
88340,187.0
88439,809.0
88490,953.0
88568,
88758,51.0
88781,888.0
88910,576.0
89051,1163.0
89092,183.0
89188,1760.0
89545,595.0
89727,
89778,141.0
89850,1227.0
89895,5614.0
89904,609.0
90243,1084.0
90361,183.0
90537,810.0
90651,195.0
90836,205.0
90901,2315.0
90979,168.0
91040,446.0
91164,21.0
91265,1494.0
91322,1616.0
91354,103.0
91470,1521.0
91629,1657.0
91801,1354.0
92103,114.0
92274,447.0
92312,39.0
92341,957.0
92391,229.0
92775,10981.0
92832,1067.0
92947,1350.0
92993,974.0
94484,2275.0
94616,199.0
94749,1845.0
94923,444.0
94961,1240.0
94964,199.0
94978,
95356,
95746,936.0
95755,381.0
95906,1721.0
96117,539.0
96291,103.0
96423,589.0
96475,207.0
96538,
96592,776.0
96729,2707.0
96864,96.0
96873,402.0
96874,283.0
96945,9.0
97006,189.0
97154,984.0
97486,
97567,471.0
97865,91.0
97939,98.0
98094,2839.0
98256,355.0
98268,770.0
98313,145.0
98452,35.0
98720,439.0
98842,368.0
99075,1369.0
99088,359.0
99151,397.0
99609,139.0
99670,
99799,553.0
99993,3922.0
100064,6514.0
100282,42.0
100561,950.0
100621,59.0
100788,4395.0
100893,744.0
101116,1769.0
101217,717.0
101279,112.0
101306,866.0
101420,5766.0
101634,380.0
101781,4104.0
102028,4382.0
102067,67.0
102209,535.0
102221,1025.0
102343,3825.0
102806,1944.0
102849,1.0
102850,1749.0
102854,4400.0
102952,1150.0
103496,1221.0
103535,381.0
103800,170.0
103891,83.0
103904,1579.0
103998,49.0
104054,1451.0
104213,2245.0
104316,928.0
104476,4777.0
104480,203.0
104643,1496.0
104772,1157.0
105125,558.0
105168,1107.0
105413,963.0
105523,1954.0
105527,993.0
105629,5925.0
105851,385.0
105883,4022.0
105939,2900.0
106095,1243.0
106247,465.0
106553,548.0
106577,733.0
106588,981.0
106690,188.0
106793,404.0
107028,666.0
107084,1493.0
107162,4243.0
107339,4604.0
107455,1040.0
107489,3722.0
107713,111.0
107883,626.0
108118,396.0
108207,3260.0
108281,3797.0
108330,3209.0
108377,2399.0
